B,alg,inst,d,banda,h0,semilla,exito,evals,cruda,simple,t
3000,SA,341,22,3,16,6,0,3000,,,0.0017524539998703403
3000,SA,341,22,3,16,7,1,512,292,44,0.00031951000028129783
3000,SA,341,22,3,16,8,0,3000,,,0.0017653270001574128
3000,SA,341,22,3,16,9,1,2461,1328,48,0.001437374000033742
3000,SA,342,21,3,15,0,1,1957,1107,129,0.0011836099997708516
3000,SA,342,21,3,15,1,1,1329,701,113,0.0007845810000617348
3000,SA,342,21,3,15,2,1,615,359,89,0.00038966400006756885
3000,SA,342,21,3,15,3,0,3000,,,0.0017511659998490359
3000,SA,342,21,3,15,4,0,3000,,,0.0019060200002058991
3000,SA,342,21,3,15,5,0,3000,,,0.0017578460001459462
3000,SA,342,21,3,15,6,1,972,543,79,0.0006434789997911139
3000,SA,342,21,3,15,7,0,3000,,,0.0017484509999121656
3000,SA,342,21,3,15,8,1,1143,613,49,0.0006632750000790111
3000,SA,342,21,3,15,9,0,3000,,,0.0017464550001022872
3000,SA,343,21,3,15,0,1,2543,1417,149,0.0015176540000538807
3000,SA,343,21,3,15,1,1,2831,1479,151,0.0016861109997989843
3000,SA,343,21,3,15,2,0,3000,,,0.001755465999849548
3000,SA,343,21,3,15,3,1,130,75,21,0.00010140299991689972
3000,SA,343,21,3,15,4,1,2404,1299,153,0.001537114999791811
3000,SA,343,21,3,15,5,0,3000,,,0.0018782130000545294
3000,SA,343,21,3,15,6,0,3000,,,0.0017950780002138345
3000,SA,343,21,3,15,7,1,1210,611,71,0.0007394750000457861
3000,SA,343,21,3,15,8,1,2629,1423,105,0.001521198000318691
3000,SA,343,21,3,15,9,1,836,477,85,0.0005198769999879005
3000,SA,344,23,3,15,0,0,3000,,,0.001786539000022458
3000,SA,344,23,3,15,1,1,2108,1183,111,0.0012421659998835821
3000,SA,344,23,3,15,2,1,542,291,73,0.0003496089998407115
3000,SA,344,23,3,15,3,0,3000,,,0.0017766900000424357
3000,SA,344,23,3,15,4,1,2011,1095,121,0.0011785940000663686
3000,SA,344,23,3,15,5,1,1749,971,101,0.0010330899999644316
3000,SA,344,23,3,15,6,0,3000,,,0.0017425510000066424
3000,SA,344,23,3,15,7,0,3000,,,0.0018986709997079743
3000,SA,344,23,3,15,8,0,3000,,,0.0018046730001515243
3000,SA,344,23,3,15,9,1,1341,725,65,0.0008046019997891563
3000,SA,345,22,3,12,0,0,3000,,,0.0018536360003054142
3000,SA,345,22,3,12,1,1,1476,822,124,0.0008818080000310147
3000,SA,345,22,3,12,2,0,3000,,,0.0017563619999236835
3000,SA,345,22,3,12,3,1,677,360,60,0.0004065769999215263
3000,SA,345,22,3,12,4,0,3000,,,0.0017801450003389618
3000,SA,345,22,3,12,5,1,235,128,24,0.00015859299992371234
3000,SA,345,22,3,12,6,1,1077,568,78,0.000631350000276143
3000,SA,345,22,3,12,7,1,849,478,82,0.0004961089998687385
3000,SA,345,22,3,12,8,1,1803,1014,148,0.0010907529999713006
3000,SA,345,22,3,12,9,1,1964,1036,154,0.0011498890003167617
3000,SA,346,22,3,20,0,1,958,492,58,0.0005728470000576635
3000,SA,346,22,3,20,1,1,1275,688,114,0.0007481889997507096
3000,SA,346,22,3,20,2,1,1867,1028,172,0.0011350429999765765
3000,SA,346,22,3,20,3,1,1744,968,156,0.0010252229999423434
3000,SA,346,22,3,20,4,0,3000,,,0.0017494329999863112
3000,SA,346,22,3,20,5,1,720,416,72,0.0005013490003875631
3000,SA,346,22,3,20,6,0,3000,,,0.0017369910001434619
3000,SA,346,22,3,20,7,0,3000,,,0.0019214170001760067
3000,SA,346,22,3,20,8,1,1366,740,120,0.0007960670000102255
3000,SA,346,22,3,20,9,0,3000,,,0.0017308980000052543
3000,SA,347,24,3,12,0,0,3000,,,0.0017958470002668037
3000,SA,347,24,3,12,1,0,3000,,,0.0017480999999861524
3000,SA,347,24,3,12,2,1,2786,1510,90,0.0016624629997750162
3000,SA,347,24,3,12,3,1,1167,636,56,0.0007027950000519922
3000,SA,347,24,3,12,4,1,785,436,48,0.0004512129999056924
3000,SA,347,24,3,12,5,1,602,318,66,0.0003769199997805117
3000,SA,347,24,3,12,6,1,773,446,108,0.0004434150000633963
3000,SA,347,24,3,12,7,1,798,446,60,0.000489620999815088
3000,SA,347,24,3,12,8,1,1961,1030,158,0.0011630960002548818
3000,SA,347,24,3,12,9,1,862,502,116,0.000525556999946275
3000,SA,348,25,3,11,0,1,277,147,49,0.00016531300025235396
3000,SA,348,25,3,11,1,0,3000,,,0.0017382699998051976
3000,SA,348,25,3,11,2,0,3000,,,0.0019085940002696589
3000,SA,348,25,3,11,3,0,3000,,,0.0017941510000127892
3000,SA,348,25,3,11,4,1,2206,1223,183,0.001321562000157428
3000,SA,348,25,3,11,5,1,2015,1099,157,0.0012164720001237583
3000,SA,348,25,3,11,6,1,1570,855,119,0.0009219839998877433
3000,SA,348,25,3,11,7,0,3000,,,0.0017745869999998831
3000,SA,348,25,3,11,8,1,1252,651,55,0.0007453610000993649
3000,SA,348,25,3,11,9,0,3000,,,0.0017951270001503872
3000,SA,349,22,3,12,0,0,3000,,,0.001754547000018647
3000,SA,349,22,3,12,1,0,3000,,,0.0017757219998202345
3000,SA,349,22,3,12,2,1,465,254,34,0.00032931399982771836
3000,SA,349,22,3,12,3,1,2281,1212,120,0.0013648230001308548
3000,SA,349,22,3,12,4,1,507,272,58,0.000337025000135327
3000,SA,349,22,3,12,5,1,2150,1156,70,0.0012389660000735603
3000,SA,349,22,3,12,6,1,1551,798,98,0.0009509489996162301
3000,SA,349,22,3,12,7,0,3000,,,0.0017536790001031477
3000,SA,349,22,3,12,8,0,3000,,,0.002019425000071351
3000,SA,349,22,3,12,9,1,870,460,66,0.0005396689998633519
3000,SA,350,23,3,13,0,0,3000,,,0.0017268229998990137
3000,SA,350,23,3,13,1,1,605,353,49,0.0003759209998861479
3000,SA,350,23,3,13,2,0,3000,,,0.001794627999970544
3000,SA,350,23,3,13,3,1,1530,835,125,0.0009120140002778498
3000,SA,350,23,3,13,4,0,3000,,,0.0017755789999682747
3000,SA,350,23,3,13,5,0,3000,,,0.001883440000256087
3000,SA,350,23,3,13,6,0,3000,,,0.0017868579998321366
3000,SA,350,23,3,13,7,1,269,161,43,0.00020782100000360515
3000,SA,350,23,3,13,8,1,1100,603,87,0.0006237839997993433
3000,SA,350,23,3,13,9,0,3000,,,0.0017168989998026518
3000,SA,351,24,3,16,0,1,695,374,46,0.000440813999830425
3000,SA,351,24,3,16,1,0,3000,,,0.0017758659996616188
3000,SA,351,24,3,16,2,1,930,486,80,0.0005410710000433028
3000,SA,351,24,3,16,3,0,3000,,,0.0017397269998582487
3000,SA,351,24,3,16,4,0,3000,,,0.0019390200000088953
3000,SA,351,24,3,16,5,1,1168,640,126,0.0007321120001506642
3000,SA,351,24,3,16,6,1,1035,594,46,0.000604457999997976
3000,SA,351,24,3,16,7,1,2681,1474,110,0.0015948740001476835
3000,SA,351,24,3,16,8,1,2015,1116,232,0.001182882999728463
3000,SA,351,24,3,16,9,0,3000,,,0.0018484289998923487
3000,SA,352,22,3,12,0,1,509,256,38,0.00031010800012154505
3000,SA,352,22,3,12,1,0,3000,,,0.001730115999635018
3000,SA,352,22,3,12,2,1,961,528,92,0.0005968010000287904
3000,SA,352,22,3,12,3,1,599,340,80,0.000347663999946235
3000,SA,352,22,3,12,4,1,610,346,78,0.0004389939999782655
3000,SA,352,22,3,12,5,1,857,476,70,0.0004960319997735496
3000,SA,352,22,3,12,6,1,1452,780,94,0.0008552839999538264
3000,SA,352,22,3,12,7,0,3000,,,0.0017540050002935459
3000,SA,352,22,3,12,8,1,1030,586,70,0.0006873220004308678
3000,SA,352,22,3,12,9,1,811,448,78,0.000470898000003217
3000,SA,353,24,3,14,0,0,3000,,,0.0017232359996341984
3000,SA,353,24,3,14,1,1,977,504,74,0.0005969819999336323
3000,SA,353,24,3,14,2,1,658,358,66,0.0004460019999896758
3000,SA,353,24,3,14,3,1,2224,1178,122,0.0012833600003432366
3000,SA,353,24,3,14,4,1,1788,962,110,0.0010526979999667674
3000,SA,353,24,3,14,5,0,3000,,,0.001824216999921191
3000,SA,353,24,3,14,6,0,3000,,,0.0018912570003521978
3000,SA,353,24,3,14,7,1,2814,1500,134,0.0016827210001792992
3000,SA,353,24,3,14,8,1,527,286,38,0.0003501770002003468
3000,SA,353,24,3,14,9,0,3000,,,0.0017195700002048397
3000,SA,354,21,3,13,0,0,3000,,,0.0019222669998271158
3000,SA,354,21,3,13,1,1,198,105,39,0.0001705990002847102
3000,SA,354,21,3,13,2,1,2241,1167,67,0.0012808060000679689
3000,SA,354,21,3,13,3,1,248,151,35,0.00016093000022010528
3000,SA,354,21,3,13,4,1,2473,1281,65,0.0014668379999420722
3000,SA,354,21,3,13,5,0,3000,,,0.0020108039998376626
3000,SA,354,21,3,13,6,0,3000,,,0.0018720419998317084
3000,SA,354,21,3,13,7,0,3000,,,0.0017925100000866223
3000,SA,354,21,3,13,8,0,3000,,,0.0018256419998579076
3000,SA,354,21,3,13,9,0,3000,,,0.0017617200001041056
3000,SA,355,25,3,19,0,1,1305,711,95,0.0007814460000190593
3000,SA,355,25,3,19,1,1,2287,1223,97,0.0013692249999621708
3000,SA,355,25,3,19,2,1,295,165,39,0.00019540100038284436
3000,SA,355,25,3,19,3,0,3000,,,0.001763210999797593
3000,SA,355,25,3,19,4,1,916,535,63,0.000585954000143829
3000,SA,355,25,3,19,5,1,992,545,91,0.000638094000350975
3000,SA,355,25,3,19,6,1,229,123,39,0.0001395740000589285
3000,SA,355,25,3,19,7,0,3000,,,0.0017455669999435486
3000,SA,355,25,3,19,8,0,3000,,,0.0019562860002224625
3000,SA,355,25,3,19,9,1,2140,1153,131,0.0012431569998625491
3000,SA,356,22,3,14,0,1,1121,626,98,0.0006769470001017908
3000,SA,356,22,3,14,1,0,3000,,,0.0017727709996506746
3000,SA,356,22,3,14,2,0,3000,,,0.0017756309998731012
3000,SA,356,22,3,14,3,1,2614,1474,134,0.0015230789999804983
3000,SA,356,22,3,14,4,1,600,326,66,0.00036941100006515626
3000,SA,356,22,3,14,5,0,3000,,,0.0017484049999438867
3000,SA,356,22,3,14,6,1,423,248,44,0.0002758830000857415
3000,SA,356,22,3,14,7,0,3000,,,0.0017968299998756265
3000,SA,356,22,3,14,8,1,2193,1180,108,0.0012929839999742399
3000,SA,356,22,3,14,9,1,2121,1160,138,0.0012346990001788072
3000,SA,357,24,3,14,0,0,3000,,,0.001799154999844177
3000,SA,357,24,3,14,1,1,423,236,36,0.0002642650001689617
3000,SA,357,24,3,14,2,1,509,262,52,0.0003131640000901825
3000,SA,357,24,3,14,3,1,735,422,74,0.0004265059997123899
3000,SA,357,24,3,14,4,1,459,274,70,0.00027493200013850583
3000,SA,357,24,3,14,5,1,901,516,52,0.0005196430001888075
3000,SA,357,24,3,14,6,1,1603,894,62,0.0010172490001423284
3000,SA,357,24,3,14,7,0,3000,,,0.0017508410001028096
3000,SA,357,24,3,14,8,1,469,230,40,0.00029034600038357894
3000,SA,357,24,3,14,9,1,1690,918,180,0.0010167030000047816
3000,SA,358,21,3,11,0,1,1318,695,63,0.0007767040001454006
3000,SA,358,21,3,11,1,0,3000,,,0.0017173750002257293
3000,SA,358,21,3,11,2,1,864,481,49,0.0005137449998073862
3000,SA,358,21,3,11,3,1,768,409,43,0.0005004059999009769
3000,SA,358,21,3,11,4,1,1732,927,131,0.0010165700000470679
3000,SA,358,21,3,11,5,0,3000,,,0.0017526520000501478
3000,SA,358,21,3,11,6,1,2095,1103,161,0.001258151000001817
3000,SA,358,21,3,11,7,1,366,193,43,0.00025414899982934003
3000,SA,358,21,3,11,8,1,1761,959,137,0.0010166830002162897
3000,SA,358,21,3,11,9,0,3000,,,0.0018127420003111183
3000,SA,359,23,3,15,0,0,3000,,,0.0019095570000899897
3000,SA,359,23,3,15,1,0,3000,,,0.0017588079999768524
3000,SA,359,23,3,15,2,0,3000,,,0.0017452010001761664
3000,SA,359,23,3,15,3,0,3000,,,0.0017411290000381996
3000,SA,359,23,3,15,4,1,850,457,51,0.0005467260002660623
3000,SA,359,23,3,15,5,1,1833,1031,55,0.0010572249998404004
3000,SA,359,23,3,15,6,1,1543,863,139,0.0009322960004283232
3000,SA,359,23,3,15,7,0,3000,,,0.0017915190001076553
3000,SA,359,23,3,15,8,0,3000,,,0.0019293750001452281
3000,SA,359,23,3,15,9,1,737,423,81,0.00044223799977771705
3000,SA,360,22,3,16,0,1,328,176,44,0.00022043300032237312
3000,SA,360,22,3,16,1,1,528,282,58,0.0002961320001304557
3000,SA,360,22,3,16,2,1,845,460,64,0.0005583950000982441
3000,SA,360,22,3,16,3,0,3000,,,0.0016990760000226146
3000,SA,360,22,3,16,4,1,701,366,58,0.0004470809999475023
3000,SA,360,22,3,16,5,1,1137,612,96,0.0006721419999848877
3000,SA,360,22,3,16,6,0,3000,,,0.0018100499996762665
3000,SA,360,22,3,16,7,1,1063,586,124,0.0006222780002644868
3000,SA,360,22,3,16,8,1,1474,822,76,0.0008605269999861775
3000,SA,360,22,3,16,9,1,1831,992,114,0.0011146609999741486
3000,SA,361,23,3,15,0,0,3000,,,0.0017888120000861818
3000,SA,361,23,3,15,1,1,642,357,57,0.0003853160001199285
3000,SA,361,23,3,15,2,0,3000,,,0.0017901470000651898
3000,SA,361,23,3,15,3,1,1835,1019,93,0.0011002129999724275
3000,SA,361,23,3,15,4,0,3000,,,0.001751706000050035
3000,SA,361,23,3,15,5,1,1503,827,159,0.0009338410000054864
3000,SA,361,23,3,15,6,1,957,565,67,0.0005855620001966599
3000,SA,361,23,3,15,7,0,3000,,,0.0017593400002624549
3000,SA,361,23,3,15,8,0,3000,,,0.001935689000220009
3000,SA,361,23,3,15,9,1,570,303,59,0.00034993300005226047
3000,SA,362,21,3,11,0,1,2319,1253,139,0.0013297209998199833
3000,SA,362,21,3,11,1,1,1630,879,103,0.0009936449996530428
3000,SA,362,21,3,11,2,0,3000,,,0.0017507669999758946
3000,SA,362,21,3,11,3,1,1298,701,145,0.0007750859999759996
3000,SA,362,21,3,11,4,1,1424,749,75,0.0008691259999977774
3000,SA,362,21,3,11,5,1,774,431,41,0.0004472949999581033
3000,SA,362,21,3,11,6,1,2776,1519,143,0.0016027259998736554
3000,SA,362,21,3,11,7,1,1651,867,69,0.0009672249998402549
3000,SA,362,21,3,11,8,0,3000,,,0.0017995389998759492
3000,SA,362,21,3,11,9,1,1284,691,117,0.0007692829999541573
3000,SA,363,24,3,16,0,0,3000,,,0.0017833090000749507
3000,SA,363,24,3,16,1,1,2037,1080,78,0.0011886090001098637
3000,SA,363,24,3,16,2,1,1168,650,90,0.0006858609999653709
3000,SA,363,24,3,16,3,0,3000,,,0.0018073639998874569
3000,SA,363,24,3,16,4,0,3000,,,0.0018927800001620199
3000,SA,363,24,3,16,5,0,3000,,,0.001804647999961162
3000,SA,363,24,3,16,6,1,1118,620,106,0.0006835660001343058
3000,SA,363,24,3,16,7,0,3000,,,0.001724402000036207
3000,SA,363,24,3,16,8,0,3000,,,0.0017618850001781539
3000,SA,363,24,3,16,9,1,448,238,54,0.0003164039999319357
3000,SA,364,25,3,19,0,0,3000,,,0.0017212480001944641
3000,SA,364,25,3,19,1,0,3000,,,0.0019506059998093406
3000,SA,364,25,3,19,2,0,3000,,,0.0017602019997866591
3000,SA,364,25,3,19,3,1,1862,1009,161,0.0010953749997497653
3000,SA,364,25,3,19,4,1,1141,625,67,0.0006626320000577834
3000,SA,364,25,3,19,5,0,3000,,,0.0017455530000916042
3000,SA,364,25,3,19,6,1,1109,627,121,0.0006739000000379747
3000,SA,364,25,3,19,7,0,3000,,,0.0017699539998830005
3000,SA,364,25,3,19,8,1,2791,1531,217,0.0016186259999813046
3000,SA,364,25,3,19,9,0,3000,,,0.0018096740000146383
3000,SA,365,23,3,17,0,1,2015,1075,101,0.0011783269997067691
3000,SA,365,23,3,17,1,0,3000,,,0.001785427999948297
3000,SA,365,23,3,17,2,0,3000,,,0.0017572229999132105
3000,SA,365,23,3,17,3,1,1792,983,179,0.0010699380000005476
3000,SA,365,23,3,17,4,1,791,439,51,0.000494348000302125
3000,SA,365,23,3,17,5,1,758,397,71,0.0004314450002311787
3000,SA,365,23,3,17,6,0,3000,,,0.0017384660000061558
3000,SA,365,23,3,17,7,1,203,115,35,0.00014030700003786478
3000,SA,365,23,3,17,8,0,3000,,,0.0017905589998008509
3000,SA,365,23,3,17,9,1,425,245,53,0.00026686599994718563
3000,SA,366,25,3,13,0,1,814,451,63,0.0004954150003868563
3000,SA,366,25,3,13,1,1,2976,1567,113,0.0016933800002334465
3000,SA,366,25,3,13,2,1,2175,1151,173,0.0012983960000383377
3000,SA,366,25,3,13,3,1,1596,867,117,0.000938260000111768
3000,SA,366,25,3,13,4,1,2064,1127,87,0.0012080590004188707
3000,SA,366,25,3,13,5,0,3000,,,0.0017800870000428404
3000,SA,366,25,3,13,6,0,3000,,,0.0018836510002984141
3000,SA,366,25,3,13,7,1,628,345,55,0.0003822200001195597
3000,SA,366,25,3,13,8,0,3000,,,0.0017837059999692428
3000,SA,366,25,3,13,9,1,840,463,77,0.0005397110003286798
3000,SA,367,21,3,13,0,1,1010,555,67,0.0005731599999307946
3000,SA,367,21,3,13,1,1,1537,815,65,0.0008857339998940006
3000,SA,367,21,3,13,2,0,3000,,,0.0017390430002706125
3000,SA,367,21,3,13,3,1,2263,1223,45,0.001364096000088466
3000,SA,367,21,3,13,4,1,1157,623,87,0.000744651999866619
3000,SA,367,21,3,13,5,1,2419,1271,165,0.0013824180000483466
3000,SA,367,21,3,13,6,1,1353,781,117,0.0007872259998293885
3000,SA,367,21,3,13,7,0,3000,,,0.0017596939997019945
3000,SA,367,21,3,13,8,1,940,519,85,0.0005792309998469136
3000,SA,367,21,3,13,9,1,414,243,41,0.0002461770000081742
3000,SA,368,24,3,16,0,1,243,140,36,0.00016603800031589344
3000,SA,368,24,3,16,1,0,3000,,,0.0017163570000775508
3000,SA,368,24,3,16,2,1,2115,1164,114,0.0013108600001032755
3000,SA,368,24,3,16,3,1,1258,648,100,0.0007793469999342051
3000,SA,368,24,3,16,4,0,3000,,,0.0017774520001694327
3000,SA,368,24,3,16,5,1,1587,898,82,0.0009413540001332876
3000,SA,368,24,3,16,6,1,1003,546,96,0.0005812630001855723
3000,SA,368,24,3,16,7,1,798,430,86,0.0004617780000444327
3000,SA,368,24,3,16,8,1,1895,1040,74,0.0011076440000579169
3000,SA,368,24,3,16,9,1,916,494,76,0.0005334939996828325
3000,SA,369,23,3,17,0,0,3000,,,0.0017446879996896314
3000,SA,369,23,3,17,1,0,3000,,,0.0019311710002511973
3000,SA,369,23,3,17,2,0,3000,,,0.0017490220002400747
3000,SA,369,23,3,17,3,1,1889,1011,87,0.0011487249998936022
3000,SA,369,23,3,17,4,1,1615,893,89,0.000988234000033117
3000,SA,369,23,3,17,5,0,3000,,,0.0017437729998164286
3000,SA,369,23,3,17,6,0,3000,,,0.001788005999969755
3000,SA,369,23,3,17,7,0,3000,,,0.0017776229997252813
3000,SA,369,23,3,17,8,0,3000,,,0.0017622810000830214
3000,SA,369,23,3,17,9,1,2651,1441,105,0.0015586050003548735
3000,SA,370,21,3,11,0,0,3000,,,0.001763674999892828
3000,SA,370,21,3,11,1,1,907,495,119,0.0006029000001035456
3000,SA,370,21,3,11,2,0,3000,,,0.0017538239999339567
3000,SA,370,21,3,11,3,0,3000,,,0.0019229210001867614
3000,SA,370,21,3,11,4,1,1070,583,49,0.0006276019998949778
3000,SA,370,21,3,11,5,1,305,177,49,0.00021482200008904329
3000,SA,370,21,3,11,6,0,3000,,,0.001713633000235859
3000,SA,370,21,3,11,7,1,553,293,37,0.00036124000007475843
3000,SA,370,21,3,11,8,0,3000,,,0.0017641210001784202
3000,SA,370,21,3,11,9,0,3000,,,0.0018601560000206518
3000,SA,371,24,3,14,0,0,3000,,,0.001780894999683369
3000,SA,371,24,3,14,1,1,2794,1506,134,0.0016720580001674534
3000,SA,371,24,3,14,2,1,2693,1458,206,0.001631839999845397
3000,SA,371,24,3,14,3,1,273,150,36,0.0001862680001067929
3000,SA,371,24,3,14,4,0,3000,,,0.0017409209999641462
3000,SA,371,24,3,14,5,1,1213,646,104,0.0007325100000343809
3000,SA,371,24,3,14,6,1,1114,610,114,0.0007144860001062625
3000,SA,371,24,3,14,7,1,382,210,46,0.00022502899992105085
3000,SA,371,24,3,14,8,1,2075,1094,182,0.0012009910001324897
3000,SA,371,24,3,14,9,1,846,466,90,0.0004894270000477263
3000,SA,372,23,3,15,0,1,1756,907,145,0.0010439600000609062
3000,SA,372,23,3,15,1,0,3000,,,0.0017195929999616055
3000,SA,372,23,3,15,2,0,3000,,,0.0018785320003189554
3000,SA,372,23,3,15,3,0,3000,,,0.0018125699998563505
3000,SA,372,23,3,15,4,1,753,403,67,0.00048089999972944497
3000,SA,372,23,3,15,5,0,3000,,,0.0017480239998803881
3000,SA,372,23,3,15,6,1,903,515,81,0.0005413399999270041
3000,SA,372,23,3,15,7,0,3000,,,0.001759701000082714
3000,SA,372,23,3,15,8,0,3000,,,0.0019313989996589953
3000,SA,372,23,3,15,9,0,3000,,,0.0017441639997741731
3000,SA,373,24,3,14,0,1,848,452,60,0.0005035689996475412
3000,SA,373,24,3,14,1,1,584,340,60,0.00037072300028739846
3000,SA,373,24,3,14,2,0,3000,,,0.0018103580000570219
3000,SA,373,24,3,14,3,0,3000,,,0.0019590470001276117
3000,SA,373,24,3,14,4,0,3000,,,0.0017809779997151054
3000,SA,373,24,3,14,5,0,3000,,,0.0017503020003459824
3000,SA,373,24,3,14,6,1,2087,1172,104,0.0012776909998137853
3000,SA,373,24,3,14,7,1,432,224,38,0.00026540399994701147
3000,SA,373,24,3,14,8,1,1917,1026,104,0.001117971999974543
3000,SA,373,24,3,14,9,0,3000,,,0.0017561710001245956
3000,SA,374,22,3,16,0,1,2235,1230,176,0.0013940919998276513
3000,SA,374,22,3,16,1,1,1144,634,64,0.000694545999976981
3000,SA,374,22,3,16,2,0,3000,,,0.0017627649999667483
3000,SA,374,22,3,16,3,1,2583,1420,248,0.0016232839998338022
3000,SA,374,22,3,16,4,1,2424,1320,140,0.001439517000108026
3000,SA,374,22,3,16,5,0,3000,,,0.0017903040002238413
3000,SA,374,22,3,16,6,0,3000,,,0.001777281999693514
3000,SA,374,22,3,16,7,1,1615,870,116,0.0010026950003521051
3000,SA,374,22,3,16,8,1,1062,564,98,0.0006346119998852373
3000,SA,374,22,3,16,9,1,1816,954,110,0.0010448990001350467
3000,SA,375,24,3,16,0,0,3000,,,0.0017993520000345598
3000,SA,375,24,3,16,1,1,507,274,44,0.000309699999888835
3000,SA,375,24,3,16,2,1,1314,754,96,0.0007720309999967867
3000,SA,375,24,3,16,3,1,2286,1238,44,0.0013310320000528009
3000,SA,375,24,3,16,4,0,3000,,,0.0017899469999065332
3000,SA,375,24,3,16,5,0,3000,,,0.0018911029997070727
3000,SA,375,24,3,16,6,0,3000,,,0.0017664490001152444
3000,SA,375,24,3,16,7,0,3000,,,0.0017501050001555996
3000,SA,375,24,3,16,8,0,3000,,,0.0018082310002682789
3000,SA,375,24,3,16,9,0,3000,,,0.001781810000011319
3000,SA,376,21,3,17,0,1,2093,1183,93,0.0012339380000412348
3000,SA,376,21,3,17,1,1,2664,1491,167,0.001693182000053639
3000,SA,376,21,3,17,2,1,438,253,53,0.0003008950002367783
3000,SA,376,21,3,17,3,0,3000,,,0.001759273000061512
3000,SA,376,21,3,17,4,1,676,383,87,0.0004156800000600924
3000,SA,376,21,3,17,5,1,216,133,35,0.00013173200022720266
3000,SA,376,21,3,17,6,0,3000,,,0.001736298000196257
3000,SA,376,21,3,17,7,0,3000,,,0.0019431800001257216
3000,SA,376,21,3,17,8,0,3000,,,0.0017787619999580784
3000,SA,376,21,3,17,9,1,1221,655,79,0.0007114390000424464
3000,SA,377,21,3,17,0,1,231,137,27,0.00014673300029244274
3000,SA,377,21,3,17,1,1,406,235,57,0.0002337850000913022
3000,SA,377,21,3,17,2,1,916,483,47,0.0005927560000600351
3000,SA,377,21,3,17,3,1,326,173,55,0.00019197800020265277
3000,SA,377,21,3,17,4,1,1280,741,61,0.0007636269997419731
3000,SA,377,21,3,17,5,1,1256,685,95,0.0007508039998356253
3000,SA,377,21,3,17,6,1,537,287,61,0.0003119779998996819
3000,SA,377,21,3,17,7,1,2224,1223,125,0.0013434809998216224
3000,SA,377,21,3,17,8,1,1242,675,137,0.0007449990002896811
3000,SA,377,21,3,17,9,1,1765,987,131,0.0010420519997751398
3000,SA,378,25,3,17,0,0,3000,,,0.0017946640000445768
3000,SA,378,25,3,17,1,0,3000,,,0.0018877809998230077
3000,SA,378,25,3,17,2,1,1808,989,113,0.0010567720000835834
3000,SA,378,25,3,17,3,1,750,409,89,0.0005213290000938287
3000,SA,378,25,3,17,4,1,2976,1571,131,0.0017177950003315345
3000,SA,378,25,3,17,5,0,3000,,,0.0019330059999447258
3000,SA,378,25,3,17,6,0,3000,,,0.0017469350000283157
3000,SA,378,25,3,17,7,1,1195,655,35,0.0006890309996379074
3000,SA,378,25,3,17,8,0,3000,,,0.0017626830003791838
3000,SA,378,25,3,17,9,1,1277,675,63,0.0007638639999640873
3000,SA,379,21,3,11,0,1,1903,1055,157,0.0011030969999410445
3000,SA,379,21,3,11,1,1,2730,1477,67,0.0016094769998744596
3000,SA,379,21,3,11,2,0,3000,,,0.0017314849997092097
3000,SA,379,21,3,11,3,0,3000,,,0.0018137980000574316
3000,SA,379,21,3,11,4,0,3000,,,0.0017441330001020106
3000,SA,379,21,3,11,5,1,1779,983,117,0.0011222449998058437
3000,SA,379,21,3,11,6,1,898,519,79,0.000594851000187191
3000,SA,379,21,3,11,7,0,3000,,,0.001755997000145726
3000,SA,379,21,3,11,8,1,1496,799,109,0.0008866240000315884
3000,SA,379,21,3,11,9,0,3000,,,0.0017765490001693252
3000,SA,380,23,3,17,0,1,297,175,51,0.0001979850003408501
3000,SA,380,23,3,17,1,1,2543,1373,123,0.0014840580001873604
3000,SA,380,23,3,17,2,1,1471,801,69,0.0009101059999920835
3000,SA,380,23,3,17,3,1,1385,775,67,0.0008205570002246532
3000,SA,380,23,3,17,4,1,2347,1229,197,0.0013495089997377363
3000,SA,380,23,3,17,5,1,1167,641,147,0.0006970210001782107
3000,SA,380,23,3,17,6,0,3000,,,0.0017587120000825962
3000,SA,380,23,3,17,7,0,3000,,,0.0019007740002052742
3000,SA,380,23,3,17,8,0,3000,,,0.0018094300003212993
3000,SA,380,23,3,17,9,0,3000,,,0.0017612159999771393
3000,SA,381,25,3,19,0,1,358,207,59,0.0002282139998897037
3000,SA,381,25,3,19,1,1,1096,593,73,0.0006768120001652278
3000,SA,381,25,3,19,2,0,3000,,,0.0017129420002675033
3000,SA,381,25,3,19,3,0,3000,,,0.001870882000275742
3000,SA,381,25,3,19,4,0,3000,,,0.0017743939997671987
3000,SA,381,25,3,19,5,0,3000,,,0.0017913980000230367
3000,SA,381,25,3,19,6,0,3000,,,0.001836750000165921
3000,SA,381,25,3,19,7,1,1214,637,127,0.0007077319996824372
3000,SA,381,25,3,19,8,1,622,337,67,0.0003619419999267848
3000,SA,381,25,3,19,9,0,3000,,,0.001814542999909463
3000,SA,382,21,3,11,0,0,3000,,,0.001894475999961287
3000,SA,382,21,3,11,1,0,3000,,,0.0017812070000218228
3000,SA,382,21,3,11,2,0,3000,,,0.0017286050001530384
3000,SA,382,21,3,11,3,0,3000,,,0.0017562140001246007
3000,SA,382,21,3,11,4,0,3000,,,0.0017935299997589027
3000,SA,382,21,3,11,5,1,316,181,41,0.00020877700035271118
3000,SA,382,21,3,11,6,1,842,481,43,0.0005121059998600686
